age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
70,retired,single,tertiary,no,28587,yes,no,cellular,7,sep,877,7,101,5,success,yes
53,housemaid,divorced,tertiary,no,36865,no,no,cellular,30,jul,303,4,286,5,failure,no
43,services,divorced,primary,no,4458,yes,no,unknown,5,dec,501,7,233,5,other,no
46,unemployed,single,primary,no,7151,yes,yes,cellular,19,may,964,8,131,1,success,no
38,retired,divorced,secondary,no,34934,no,no,cellular,21,may,401,9,228,5,success,yes
28,services,single,tertiary,no,4488,yes,no,cellular,28,jun,460,7,33,5,unknown,no
57,admin.,single,tertiary,no,22541,no,no,telephone,7,jan,568,6,356,8,other,yes
28,retired,divorced,tertiary,no,19803,no,no,cellular,9,jun,377,5,78,1,unknown,no
53,admin.,married,tertiary,no,41183,no,no,unknown,12,nov,100,7,353,8,success,yes
76,admin.,divorced,tertiary,no,42776,yes,yes,cellular,25,jun,511,2,240,4,other,yes
56,services,married,tertiary,yes,22718,yes,no,cellular,15,nov,760,5,342,8,other,yes
71,self-employed,married,secondary,yes,9170,yes,no,unknown,15,may,831,8,131,9,unknown,yes
72,entrepreneur,divorced,tertiary,no,15430,yes,no,unknown,28,oct,285,6,7,9,failure,no
41,retired,married,tertiary,no,45284,no,no,cellular,24,sep,132,6,386,1,failure,no
39,student,single,tertiary,no,7260,no,no,cellular,21,oct,176,1,251,4,failure,yes
86,self-employed,single,secondary,no,5636,yes,no,telephone,16,oct,931,2,31,1,unknown,no
73,entrepreneur,married,tertiary,yes,34955,no,no,cellular,23,may,699,3,345,4,failure,no
50,retired,single,secondary,yes,34108,no,no,cellular,20,sep,889,7,185,6,unknown,yes
53,unemployed,divorced,primary,no,36945,yes,no,cellular,26,oct,169,6,9,6,unknown,yes
37,housemaid,single,tertiary,no,13941,yes,no,cellular,15,jul,684,5,67,6,failure,yes
79,entrepreneur,married,secondary,no,1435,yes,yes,telephone,5,mar,650,9,136,4,unknown,no
43,student,divorced,primary,no,26355,no,no,cellular,12,nov,452,7,129,6,unknown,yes
83,technician,single,secondary,no,5300,yes,no,unknown,4,sep,900,9,397,5,other,yes
57,blue-collar,divorced,secondary,no,43437,no,no,cellular,3,oct,861,3,249,6,success,no
34,admin.,married,primary,no,20183,yes,no,cellular,29,jul,93,8,121,4,unknown,yes
18,blue-collar,single,tertiary,no,31733,no,no,cellular,27,apr,300,9,364,1,success,yes
78,self-employed,divorced,tertiary,no,5444,yes,no,telephone,29,dec,727,2,271,8,failure,no
60,technician,divorced,secondary,no,23755,no,no,unknown,1,sep,897,4,241,1,other,yes
59,admin.,single,primary,no,41394,no,no,telephone,13,jun,864,2,386,2,other,no
42,retired,divorced,tertiary,yes,21062,yes,no,cellular,5,sep,542,7,160,8,unknown,yes
56,self-employed,divorced,secondary,no,12610,no,no,unknown,12,apr,36,4,93,1,other,yes
52,student,married,primary,no,-1500,no,no,unknown,2,oct,422,6,160,7,success,no
20,services,married,secondary,no,2554,no,no,cellular,6,feb,30,8,321,2,unknown,yes
61,retired,married,primary,yes,47201,yes,no,cellular,5,sep,290,6,282,5,other,no
68,entrepreneur,married,tertiary,no,23545,yes,yes,cellular,27,oct,76,4,359,8,failure,no
29,services,married,tertiary,no,48139,no,no,cellular,18,dec,897,6,227,9,unknown,no
36,self-employed,married,secondary,no,44059,no,no,unknown,24,apr,807,1,114,9,other,no
61,entrepreneur,single,tertiary,no,4771,yes,no,cellular,5,nov,31,6,219,2,unknown,yes
76,student,married,tertiary,no,15499,no,no,cellular,18,feb,564,8,167,8,failure,no
66,blue-collar,divorced,primary,no,1932,yes,yes,cellular,16,jul,388,4,313,6,unknown,yes
78,entrepreneur,single,tertiary,no,24055,no,no,cellular,17,jul,506,9,328,4,success,yes
34,blue-collar,divorced,primary,no,35202,yes,no,telephone,2,may,981,6,143,7,success,yes
74,admin.,married,primary,no,25700,yes,no,cellular,17,may,944,6,284,5,other,no
72,housemaid,married,secondary,no,1567,yes,no,cellular,10,aug,451,4,180,6,success,yes
64,management,divorced,primary,no,-342,yes,no,unknown,26,jun,844,8,306,2,success,no
29,retired,divorced,tertiary,no,40836,yes,no,telephone,3,jan,625,5,273,9,unknown,no
79,management,divorced,primary,no,44929,yes,no,cellular,14,nov,233,1,35,5,unknown,yes
25,admin.,single,primary,no,38712,yes,no,cellular,19,dec,256,7,361,2,other,yes
38,entrepreneur,married,secondary,no,24627,yes,no,cellular,12,apr,977,8,34,6,success,yes
87,admin.,divorced,tertiary,no,36568,no,no,telephone,26,jan,793,6,66,9,failure,no
89,unemployed,married,tertiary,yes,18760,yes,no,telephone,1,may,846,7,358,5,other,yes
42,management,divorced,tertiary,no,27985,yes,yes,cellular,7,may,996,7,119,9,failure,no
29,management,married,primary,no,12408,no,no,cellular,26,apr,180,4,153,7,success,yes
32,unemployed,single,tertiary,no,27832,no,no,cellular,7,sep,276,4,203,7,other,no
76,retired,married,tertiary,no,38785,no,no,cellular,13,aug,847,1,42,5,failure,no
43,services,divorced,primary,no,33583,yes,yes,cellular,9,oct,46,2,287,1,other,no
43,technician,married,secondary,no,31738,no,no,cellular,5,mar,333,3,364,9,unknown,yes
64,admin.,single,secondary,no,22204,no,no,cellular,4,may,918,5,88,9,unknown,no
49,housemaid,single,primary,no,11285,yes,no,telephone,5,jun,543,9,210,5,failure,yes
27,technician,married,secondary,no,30975,no,no,cellular,24,may,226,5,61,0,unknown,yes
33,unemployed,divorced,secondary,no,14643,yes,no,telephone,24,aug,475,6,70,5,unknown,no
88,admin.,single,secondary,no,3025,yes,no,cellular,28,may,370,7,334,5,failure,yes
34,student,single,tertiary,no,35126,yes,yes,telephone,20,aug,810,4,288,5,other,yes
40,unemployed,married,secondary,no,14888,no,no,cellular,12,oct,90,8,365,8,failure,yes
43,self-employed,single,tertiary,no,43258,yes,yes,cellular,8,oct,296,6,25,3,unknown,yes
24,self-employed,single,secondary,yes,32527,yes,no,cellular,13,mar,126,1,386,6,other,no
31,management,divorced,tertiary,no,21898,yes,no,cellular,4,may,312,6,360,2,unknown,yes
24,self-employed,divorced,primary,no,45069,yes,no,telephone,20,apr,276,2,51,7,success,yes
26,blue-collar,divorced,primary,no,12387,yes,yes,cellular,11,nov,64,4,240,1,failure,no
65,housemaid,married,secondary,no,44435,yes,no,cellular,15,jun,815,4,291,1,failure,yes
89,self-employed,single,tertiary,no,1794,yes,yes,cellular,24,mar,498,5,98,4,failure,yes
76,entrepreneur,married,primary,no,1590,no,no,unknown,14,dec,97,2,77,0,failure,no
56,blue-collar,single,primary,yes,12698,yes,no,cellular,18,oct,218,6,367,0,success,yes
35,technician,single,primary,no,10332,yes,no,cellular,20,apr,70,3,324,2,other,yes
76,blue-collar,single,primary,yes,37738,yes,yes,telephone,1,nov,637,9,88,5,other,yes
34,admin.,divorced,secondary,no,7593,yes,no,cellular,1,apr,712,6,374,9,other,yes
31,management,married,tertiary,no,28107,yes,yes,cellular,11,may,974,3,23,5,success,yes
48,retired,married,primary,no,29490,yes,no,cellular,29,nov,936,3,159,7,success,no
41,retired,single,secondary,no,34097,no,no,cellular,29,jun,96,5,193,6,other,no
77,student,married,primary,no,9036,yes,no,cellular,29,feb,976,6,199,0,other,no
62,housemaid,divorced,primary,no,26561,yes,no,cellular,24,oct,337,4,164,0,success,no
20,admin.,married,primary,no,12372,yes,no,unknown,20,dec,148,5,220,3,unknown,no
54,retired,single,primary,no,32860,no,no,telephone,30,aug,882,3,281,0,success,yes
60,management,divorced,secondary,yes,17351,no,no,unknown,6,apr,712,4,11,0,failure,yes
57,technician,divorced,tertiary,no,28327,yes,no,cellular,5,jul,215,8,341,9,other,no
72,retired,single,secondary,no,16059,yes,no,cellular,13,jul,99,8,353,0,unknown,no
56,entrepreneur,married,secondary,no,25188,no,no,unknown,10,dec,786,1,244,2,other,yes
32,blue-collar,single,secondary,no,31055,yes,no,cellular,6,oct,954,4,86,9,unknown,yes
21,retired,married,primary,no,47937,yes,no,telephone,4,nov,700,2,138,1,other,yes
42,admin.,married,tertiary,no,316,yes,no,cellular,4,nov,313,4,308,9,other,no
30,self-employed,divorced,primary,no,14259,yes,no,telephone,7,feb,648,5,254,7,other,no
50,self-employed,single,secondary,no,33606,no,no,unknown,16,jul,975,1,274,6,failure,no
33,technician,divorced,primary,yes,9829,no,no,cellular,1,dec,577,5,144,9,success,no
59,self-employed,single,tertiary,no,6137,no,no,cellular,9,jan,377,7,5,7,unknown,yes
83,unemployed,single,tertiary,no,22502,yes,yes,cellular,26,dec,944,5,244,3,failure,yes
72,technician,divorced,primary,no,25204,yes,no,cellular,19,feb,224,7,344,8,failure,yes
59,admin.,single,secondary,no,-735,yes,yes,cellular,20,may,809,9,202,4,other,yes
51,housemaid,single,primary,no,33751,no,yes,cellular,15,aug,513,8,238,6,unknown,no
47,self-employed,married,secondary,no,20285,no,no,cellular,9,dec,617,1,92,3,unknown,yes
30,unemployed,single,tertiary,no,22315,yes,yes,cellular,21,jul,309,2,384,0,unknown,no
30,student,single,primary,no,45457,yes,no,cellular,28,mar,862,6,308,7,unknown,yes
35,management,divorced,tertiary,no,44875,yes,no,cellular,20,oct,377,5,6,8,unknown,yes
49,blue-collar,divorced,secondary,no,38911,no,no,cellular,28,sep,621,1,168,8,failure,yes
56,self-employed,single,secondary,no,38798,yes,no,telephone,22,dec,946,2,117,9,unknown,no
63,technician,married,primary,no,43890,yes,no,telephone,1,may,507,3,244,7,failure,yes
46,admin.,married,primary,no,41420,yes,yes,cellular,26,mar,127,5,126,0,unknown,no
79,self-employed,divorced,primary,no,31379,yes,no,cellular,1,jul,311,7,220,2,other,no
79,retired,single,tertiary,no,34291,no,no,telephone,16,apr,659,6,61,4,failure,yes
74,self-employed,single,secondary,no,25152,no,no,cellular,5,jan,448,3,115,6,failure,yes
33,technician,married,secondary,no,3424,no,no,cellular,21,may,252,6,107,7,unknown,yes
73,entrepreneur,married,tertiary,no,7939,no,no,cellular,27,nov,281,4,232,0,unknown,no
27,entrepreneur,married,primary,no,28253,yes,no,cellular,9,aug,109,3,203,4,success,no
47,self-employed,divorced,primary,no,32396,yes,no,cellular,1,dec,855,4,86,2,other,yes
42,blue-collar,single,tertiary,no,11176,yes,no,unknown,19,apr,711,8,323,6,other,yes
22,admin.,divorced,secondary,no,5907,no,no,cellular,16,jul,442,1,378,5,failure,no
82,student,single,secondary,no,1372,yes,no,unknown,3,aug,698,3,238,0,other,yes
66,student,divorced,secondary,yes,25572,no,no,cellular,4,sep,422,8,196,1,success,yes
20,self-employed,single,secondary,no,22592,yes,no,telephone,12,nov,363,9,2,4,unknown,no
62,self-employed,married,tertiary,no,11102,yes,no,cellular,29,sep,918,3,104,4,unknown,yes
31,entrepreneur,married,secondary,yes,40557,no,no,cellular,7,may,357,9,105,0,unknown,no
47,technician,married,tertiary,no,23642,no,no,telephone,15,jun,31,4,250,3,failure,yes
85,blue-collar,divorced,primary,no,1139,yes,no,telephone,23,jul,232,4,184,8,success,yes
35,unemployed,married,tertiary,no,9643,yes,no,cellular,15,oct,287,7,224,8,failure,no
79,self-employed,single,secondary,no,16643,no,yes,telephone,26,feb,792,6,19,4,failure,no
54,student,divorced,primary,no,33018,no,no,cellular,5,sep,396,3,152,6,other,no
42,admin.,single,tertiary,no,36889,yes,no,telephone,30,jan,175,8,222,1,other,yes
65,housemaid,divorced,tertiary,yes,26780,yes,no,telephone,25,jun,866,5,84,0,failure,yes
82,retired,single,tertiary,no,38949,yes,no,cellular,23,jun,407,2,39,1,success,yes
70,self-employed,single,primary,no,46071,yes,yes,cellular,2,jul,470,3,332,3,failure,yes
32,technician,divorced,tertiary,yes,14667,no,no,cellular,12,feb,484,7,170,5,failure,no
66,self-employed,divorced,secondary,no,28632,yes,yes,unknown,19,jun,436,9,383,2,failure,yes
85,technician,married,primary,no,36493,yes,yes,cellular,27,jun,816,1,158,1,unknown,yes
29,blue-collar,married,primary,no,46352,yes,no,cellular,23,sep,48,6,158,6,unknown,no
76,housemaid,single,tertiary,yes,27408,yes,no,cellular,5,aug,983,9,49,7,success,no
54,management,single,secondary,no,22302,yes,no,telephone,23,may,909,7,116,8,other,yes
78,admin.,single,primary,no,19621,yes,no,cellular,25,jul,462,3,278,9,other,yes
60,admin.,divorced,tertiary,no,11219,yes,yes,telephone,25,jul,458,7,170,7,success,no
87,technician,divorced,secondary,no,39562,yes,no,unknown,3,may,281,2,330,1,other,yes
56,entrepreneur,married,tertiary,no,23939,yes,no,cellular,24,jul,825,2,82,2,failure,yes
73,technician,single,tertiary,no,44880,yes,no,cellular,29,mar,872,1,291,0,unknown,yes
80,entrepreneur,married,primary,yes,42312,no,no,unknown,6,jul,591,3,338,0,unknown,yes
63,services,divorced,primary,no,34843,yes,no,cellular,13,jun,936,1,64,5,other,no
28,student,divorced,tertiary,no,10778,yes,no,telephone,20,dec,852,8,268,2,other,yes
79,unemployed,divorced,primary,no,36930,yes,no,telephone,15,jun,678,8,399,3,success,yes
42,admin.,married,primary,no,27870,no,no,cellular,4,feb,939,4,342,9,success,no
88,unemployed,divorced,secondary,no,38404,no,no,cellular,20,feb,767,1,269,7,failure,yes
69,blue-collar,single,secondary,no,20121,yes,yes,cellular,7,jul,250,2,59,4,failure,no
21,technician,married,tertiary,no,38770,no,no,cellular,22,jan,142,2,175,5,other,yes
76,blue-collar,divorced,tertiary,no,44221,yes,no,cellular,18,sep,178,2,352,8,success,yes
89,housemaid,married,tertiary,no,28158,yes,no,cellular,21,mar,589,9,115,1,unknown,yes
37,blue-collar,married,tertiary,no,21456,yes,no,cellular,21,jun,87,7,134,2,success,no
80,self-employed,divorced,secondary,no,45401,yes,no,cellular,22,mar,226,9,257,4,failure,yes
71,student,divorced,primary,no,48645,yes,no,cellular,7,dec,766,2,254,1,other,yes
74,self-employed,married,secondary,no,10992,no,no,unknown,12,sep,678,5,329,7,other,no
58,retired,married,tertiary,no,42894,no,no,cellular,11,oct,736,1,391,1,success,yes
20,technician,divorced,tertiary,no,23390,yes,no,cellular,24,dec,747,2,269,3,success,yes
23,admin.,single,secondary,no,43858,yes,no,unknown,12,jul,47,4,30,2,success,no
22,unemployed,married,secondary,no,14756,yes,no,cellular,26,jan,809,1,252,3,success,yes
22,technician,married,tertiary,no,19971,yes,no,unknown,30,apr,244,8,265,3,failure,yes
71,student,single,primary,yes,5071,no,yes,cellular,15,may,747,6,385,5,failure,no
64,management,divorced,tertiary,yes,25574,no,no,telephone,8,jul,665,1,280,9,success,yes
66,unemployed,divorced,secondary,no,44517,no,no,cellular,11,jul,45,9,5,9,other,yes
26,management,single,tertiary,no,17275,no,no,telephone,21,may,706,1,346,9,unknown,no
37,retired,divorced,tertiary,no,42751,yes,no,telephone,18,dec,689,4,37,8,unknown,no
78,student,divorced,primary,no,4586,yes,no,cellular,10,jan,817,5,2,2,failure,yes
52,services,married,tertiary,yes,17703,yes,no,cellular,8,may,428,9,28,0,success,no
67,services,married,tertiary,no,24765,yes,no,telephone,6,may,262,2,164,7,success,no
79,services,married,tertiary,no,8641,no,no,cellular,3,apr,54,9,305,6,unknown,yes
34,admin.,single,secondary,no,34735,yes,no,telephone,20,jun,430,1,34,1,other,no
20,admin.,divorced,secondary,no,-1178,yes,no,cellular,12,aug,809,4,349,4,unknown,no
49,services,divorced,primary,yes,30989,no,no,unknown,17,oct,394,7,209,9,other,no
30,management,married,tertiary,no,37648,no,yes,cellular,3,may,967,4,111,3,unknown,yes
85,student,married,secondary,no,10129,yes,yes,cellular,20,aug,324,8,115,8,success,no
31,blue-collar,single,primary,no,13543,no,no,cellular,18,dec,981,7,314,3,failure,no
28,student,divorced,tertiary,no,23963,yes,no,cellular,30,may,466,6,49,4,failure,yes
73,services,single,primary,no,34656,yes,yes,cellular,12,mar,100,5,13,7,other,yes
84,student,divorced,primary,no,27665,yes,no,cellular,22,aug,741,3,199,2,failure,no
46,housemaid,single,primary,yes,11499,yes,no,cellular,24,dec,588,8,345,5,failure,yes
26,admin.,married,primary,no,8352,no,no,telephone,16,apr,54,4,122,5,failure,no
84,admin.,single,primary,no,17654,yes,no,cellular,28,mar,754,8,338,6,unknown,yes
42,management,single,primary,no,8117,no,no,telephone,22,mar,975,1,154,8,success,no
59,blue-collar,married,primary,no,19077,no,yes,cellular,10,jun,403,2,206,2,unknown,yes
26,services,divorced,tertiary,no,43540,yes,yes,cellular,19,aug,574,2,240,4,success,yes
57,technician,divorced,tertiary,no,1993,no,yes,cellular,9,oct,487,6,162,4,failure,no
42,unemployed,married,primary,no,16982,yes,no,cellular,14,may,243,5,258,4,unknown,yes
22,management,single,tertiary,no,32434,yes,no,cellular,20,jan,240,7,275,5,success,yes
28,management,single,primary,no,14312,no,no,cellular,14,jan,570,2,345,0,unknown,yes
76,blue-collar,single,tertiary,no,42041,no,no,cellular,22,mar,800,9,191,8,other,yes
55,self-employed,divorced,secondary,no,12338,yes,no,cellular,4,dec,68,2,323,2,unknown,no
89,services,single,primary,no,28173,no,no,cellular,15,dec,289,1,236,5,failure,no
22,technician,divorced,secondary,no,35525,yes,no,cellular,20,jun,706,2,392,3,unknown,no
65,admin.,single,primary,no,24690,no,no,cellular,27,feb,124,3,48,6,failure,yes
35,blue-collar,married,primary,no,25328,yes,no,cellular,2,jan,419,6,211,7,other,yes
87,technician,married,secondary,no,9360,yes,no,cellular,26,jul,249,7,264,3,failure,no
54,housemaid,divorced,secondary,no,48706,yes,no,cellular,18,dec,935,6,88,9,failure,yes
77,management,divorced,secondary,no,36883,yes,no,cellular,2,feb,297,1,142,5,failure,yes
65,blue-collar,married,primary,no,36205,yes,yes,cellular,18,aug,523,9,164,9,unknown,yes
45,admin.,married,secondary,no,20625,no,no,cellular,8,feb,659,8,65,6,other,no
86,student,single,secondary,no,40040,yes,no,cellular,10,nov,95,2,18,9,unknown,no
57,admin.,married,tertiary,no,42894,yes,yes,telephone,20,jan,416,1,109,6,success,no
62,housemaid,divorced,tertiary,no,29850,yes,yes,cellular,4,oct,222,7,67,8,unknown,no
79,blue-collar,married,secondary,no,14471,yes,no,cellular,10,feb,349,3,23,7,success,no
75,unemployed,divorced,secondary,no,37883,no,no,cellular,10,feb,576,3,343,2,failure,yes
84,housemaid,divorced,secondary,no,25276,no,no,cellular,27,jul,949,9,308,3,success,yes
73,services,single,secondary,no,703,no,no,unknown,30,jan,204,2,10,8,failure,yes
57,services,single,tertiary,no,9151,yes,yes,telephone,3,mar,141,5,63,6,other,no
57,unemployed,single,primary,no,49570,yes,no,cellular,21,may,337,4,180,6,other,yes
50,student,single,secondary,no,24998,yes,no,unknown,4,dec,831,1,232,0,failure,no
23,unemployed,married,secondary,no,2147,no,no,cellular,23,jul,369,6,321,1,failure,no
36,management,single,tertiary,no,32515,no,no,cellular,10,jun,109,6,131,0,failure,yes
57,self-employed,married,secondary,no,6232,yes,no,cellular,7,aug,507,1,184,3,success,yes
76,entrepreneur,single,secondary,no,13151,yes,no,cellular,22,jan,140,7,77,3,other,yes
76,technician,single,tertiary,no,8330,no,no,telephone,23,jul,516,6,130,4,failure,no
65,housemaid,divorced,secondary,no,47190,no,yes,telephone,12,sep,950,4,273,4,success,no
58,technician,married,secondary,no,9276,no,no,cellular,7,jul,482,7,335,0,failure,no
30,student,divorced,tertiary,no,16535,yes,yes,cellular,13,jun,442,3,309,6,other,no
62,technician,single,primary,no,34705,no,no,cellular,8,sep,633,6,315,5,unknown,no
70,technician,married,secondary,no,37654,yes,no,telephone,27,apr,989,6,198,7,other,no
59,admin.,single,secondary,no,41050,no,no,cellular,13,dec,978,6,99,3,unknown,no
80,blue-collar,divorced,primary,no,30976,no,no,cellular,1,oct,215,3,150,0,other,yes
44,management,married,tertiary,no,-1401,no,no,cellular,16,jun,582,5,214,2,failure,no
55,entrepreneur,divorced,primary,no,1709,no,no,telephone,19,jun,116,1,145,8,other,no
